name,vus,testRunDurationMs,count,avg,min,med,max,p(90),p(95),p(99),p(99.99),data recived 1,failed
"node","-",827.916255,10000,8.207031286800001,4.433299,7.648288,30.581564,10.5259799,12.462190549999999,19.362007830000067,30.463194838099916,87690,10000
"node_docker",100,1027.740423,10000,10.183227942200034,4.41292,8.166093,159.531967,12.2395981,13.747077999999993,69.31357990000271,159.45861433599995,87690,10000
"deno",100,4414.632129,10000,43.75294879809978,0.134862,43.367253500000004,98.48195,46.723518,47.4215405,52.96736841000005,98.467501445,87662,10000
"deno_docker",100,2936.295304,10000,29.019132735600003,0.136791,43.063905,236.946669,46.627938,46.822132499999995,105.08643330000001,236.75827684109987,87662,10000
"bun","-",352.150679,10000,3.4281007821000022,0.338363,2.9696615,23.447769,4.8111971,6.0554050499999965,9.446159900000007,21.698128981498762,87620,10000
"bun_docker","-",563.953905,10000,5.5599791933000136,0.335483,3.8540945,147.305738,6.788488000000001,7.967094449999999,50.133045920000036,147.15481109419989,87620,10000
