name,vus,testRunDurationMs,count,avg,min,med,max,p(90),p(95),p(99),p(99.99),data recived 1,failed,passes
"node","-",775.024721,10000,7.675119645600015,3.969654,6.96127,31.662503,9.879936000000002,11.8242475,18.17128544000084,31.360301223199787,87690,10000,0
"node_docker",100,1022.826894,10000,10.153988179199995,4.853762,7.495604999999999,206.612696,11.533348,13.52515605,95.93349261000105,206.52475479499992,87690,10000,0
"deno",100,4408.86908,10000,43.72834942309977,0.179522,43.363614999999996,72.452467,46.704744,46.938838000000004,51.65527229,72.44896734999999,87662,10000,0
"deno_docker",100,2666.068751,10000,26.39643696949993,0.132951,42.324631,164.26711,46.5806419,46.7325835,67.59484419000299,164.19966574509994,87662,10000,0
"bun","-",359.890402,10000,3.5251987667000133,0.107161,3.2619230000000003,19.318448,5.221771000000002,6.26904905,8.154660490000005,19.181679678199902,87620,10000,0
"bun_docker","-",526.037359,10000,5.1878878228999925,0.204962,4.04116,162.788598,5.884703000000002,7.162057999999997,37.418409980001165,162.2271091544996,87620,10000,0
